model_name,size,ratio_min,ratio_max,occupy_min,occupy_max
00000078_767e4372b5f94a88a7a17d90_trimesh_019,1,0.2677165354330709,2.245614035087719,0.13397216796875,0.89422607421875
00000079_767e4372b5f94a88a7a17d90_trimesh_020,3,0.2265625,2.206896551724138,0.193359375,0.54632568359375
00000080_ed3cecad25c64f7abea4cf64_trimesh_000,6,0.1796875,0.875,0.14947509765625,0.8040771484375
00000088_169bec34317b46e98eb1a403_trimesh_000,3,0.0859375,0.65625,0.0784912109375,0.45770263671875
00000089_169bec34317b46e98eb1a403_trimesh_001,6,0.7734375,1.1130434782608696,0.4210205078125,0.62890625
00000090_169bec34317b46e98eb1a403_trimesh_002,2,0.234375,1.103448275862069,0.21160888671875,0.924072265625
00000091_169bec34317b46e98eb1a403_trimesh_003,6,0.421875,1.9104477611940298,0.36834716796875,0.69439697265625
00000093_169bec34317b46e98eb1a403_trimesh_005,1,0.109375,1.0578512396694215,0.0970458984375,0.4093017578125
00000098_72cf0f9ca5324822a4d41a80_trimesh_000,3,0.96875,4.923076923076923,0.193359375,0.78173828125
00000100_5ed74bccca6f4e89829bcb5e_trimesh_000,3,2.6122448979591835,8.0,0.0740966796875,0.2606201171875
00000102_5ed74bccca6f4e89829bcb5e_trimesh_002,3,0.3046875,0.9765625,0.2877197265625,0.77911376953125
00000103_52f7124261ae4c558f800775_trimesh_000,1,2.4615384615384617,9.846153846153847,0.10028076171875,0.33892822265625
00000104_52f7124261ae4c558f800775_trimesh_001,6,1.1130434782608696,2.1333333333333333,0.44622802734375,0.61578369140625
00000105_52f7124261ae4c558f800775_trimesh_002,3,1.1743119266055047,3.2,0.25543212890625,0.63873291015625
00000106_52f7124261ae4c558f800775_trimesh_003,0,0.84375,64.0,0.0155029296875,0.72296142578125
00000107_601f37ef630741969a417e51_trimesh_000,4,0.1328125,0.9453125,0.12969970703125,0.4617919921875
00000111_ce24e0cbec8e45c89735d148_trimesh_003,5,1.0158730158730158,1.8028169014084507,0.50811767578125,0.65948486328125
00000112_ce24e0cbec8e45c89735d148_trimesh_004,5,0.8984375,1.0756302521008403,0.725830078125,0.7947998046875
00000115_ce24e0cbec8e45c89735d148_trimesh_007,6,0.3671875,0.96875,0.29913330078125,0.74664306640625
00000116_ce24e0cbec8e45c89735d148_trimesh_008,2,1.0940170940170941,2.782608695652174,0.22247314453125,0.71038818359375
00000117_ce24e0cbec8e45c89735d148_trimesh_009,3,0.984375,1.8823529411764706,0.3482666015625,0.7904052734375
00000119_ce24e0cbec8e45c89735d148_trimesh_011,4,0.4375,1.1851851851851851,0.41619873046875,0.7939453125
00000120_ce24e0cbec8e45c89735d148_trimesh_012,2,0.6796875,1.3617021276595744,0.363525390625,0.56097412109375
00000123_b70e8b6a4f0046dc80a97c57_trimesh_000,3,0.96875,2.6122448979591835,0.37213134765625,0.7669677734375
00000124_807e1c7fc3594af09fd6f7c4_trimesh_000,8,0.890625,1.032258064516129,0.6644287109375,0.7489013671875
00000125_e18c7feacfb54f3880659b43_trimesh_000,1,0.2109375,2.3703703703703702,0.08843994140625,0.35107421875
00000127_e18c7feacfb54f3880659b43_trimesh_002,6,0.6015625,1.024,0.4510498046875,0.854248046875
00000128_e18c7feacfb54f3880659b43_trimesh_003,5,0.96875,2.3703703703703702,0.35040283203125,0.736572265625
00000129_e18c7feacfb54f3880659b43_trimesh_004,4,0.4296875,2.9767441860465116,0.3197021484375,0.820556640625
00000130_e18c7feacfb54f3880659b43_trimesh_005,4,0.4296875,2.9767441860465116,0.3197021484375,0.820556640625
00000131_945244874ed84e599987daa9_trimesh_000,2,0.359375,5.565217391304348,0.17376708984375,0.61187744140625
00000132_438507a38e404bfdbd51a16b_trimesh_000,2,0.34375,6.7368421052631575,0.14599609375,0.6025390625
00000133_08b739e0511f4305b161cd05_trimesh_000,2,0.3828125,4.571428571428571,0.20751953125,0.62115478515625
00000134_1418f3c3ca954e799c8860af_trimesh_000,4,0.5234375,1.9692307692307693,0.485595703125,0.930908203125
00000136_5c71ed27ac0945e4933d7c76_trimesh_001,2,0.3046875,1.3763440860215055,0.2706298828125,0.60699462890625
00000137_2fc54fcd110d4f49969163c4_trimesh_000,8,0.3828125,1.8285714285714285,0.12420654296875,0.45794677734375
00000139_2fc54fcd110d4f49969163c4_trimesh_002,2,0.15625,0.8125,0.127685546875,0.55865478515625
00000140_2fc54fcd110d4f49969163c4_trimesh_003,3,0.1328125,1.6842105263157894,0.12884521484375,0.56353759765625
00000141_2fc54fcd110d4f49969163c4_trimesh_004,9,0.203125,2.327272727272727,0.12823486328125,0.31494140625
00000142_2fc54fcd110d4f49969163c4_trimesh_005,3,0.4140625,0.8984375,0.27130126953125,0.59814453125
00000144_2fc54fcd110d4f49969163c4_trimesh_007,3,0.3515625,0.96875,0.33978271484375,0.72271728515625
00000145_2fc54fcd110d4f49969163c4_trimesh_008,4,0.640625,1.9393939393939394,0.3699951171875,0.74017333984375
00000146_1d9ece3a9c8348a5a11e7153_trimesh_000,3,1.3333333333333333,4.0,0.2412109375,0.5040283203125
00000152_a951550b8a1043a68423c541_trimesh_002,9,0.4296875,1.855072463768116,0.4056396484375,0.66973876953125
00000154_a951550b8a1043a68423c541_trimesh_004,3,0.96875,1.5421686746987953,0.462158203125,0.763671875
00000157_8208fd8b44b64dce91322f84_trimesh_000,4,0.6328125,1.28,0.3572998046875,0.81890869140625
00000159_48a3f2e6f67a4aea9d6d097b_trimesh_000,1,0.1328125,2.1333333333333333,0.12890625,0.3868408203125
00000161_a583c6c3cdc143bab3f6c856_trimesh_000,4,0.6328125,1.28,0.35736083984375,0.81890869140625
00000162_4dcda9fab6dd46cf98fb194e_trimesh_000,3,0.234375,1.0578512396694215,0.15606689453125,0.8133544921875
00000163_ff9b2ed255484db78bb0e6da_trimesh_000,4,0.6328125,1.28,0.35736083984375,0.81890869140625
00000164_91adbf180e114b698160c9a4_trimesh_000,4,0.6328125,1.28,0.357421875,0.81890869140625
00000165_4070a99d6ebe45f5bd5d71eb_trimesh_000,4,0.6328125,1.28,0.357421875,0.81890869140625
00000166_2246cab58dbe4a2fb00fed50_trimesh_000,4,0.6328125,1.28,0.357421875,0.81890869140625
00000168_bfdc19149a8b4e72b3d0f5c5_trimesh_000,4,0.6171875,1.2075471698113207,0.31781005859375,0.86993408203125
00000170_b21aa794b6b64d87a57c245e_trimesh_000,3,0.5,0.984375,0.28961181640625,0.71832275390625
00000171_b21aa794b6b64d87a57c245e_trimesh_001,2,1.103448275862069,2.6666666666666665,0.2821044921875,0.6962890625
00000172_b21aa794b6b64d87a57c245e_trimesh_002,0,0.0703125,0.96875,0.0565185546875,0.16302490234375
00000173_b21aa794b6b64d87a57c245e_trimesh_003,1,1.8823529411764706,6.095238095238095,0.1612548828125,0.43585205078125
00000174_b21aa794b6b64d87a57c245e_trimesh_004,4,0.484375,0.953125,0.45660400390625,0.61236572265625
00000175_b21aa794b6b64d87a57c245e_trimesh_005,2,0.0625,0.96875,0.05743408203125,0.667724609375
00000176_b21aa794b6b64d87a57c245e_trimesh_006,6,1.024,1.6623376623376624,0.56622314453125,0.68243408203125
00000177_b21aa794b6b64d87a57c245e_trimesh_007,2,0.0625,0.96875,0.062255859375,0.7596435546875
00000178_b21aa794b6b64d87a57c245e_trimesh_008,2,0.046875,0.9763779527559056,0.040283203125,0.7618408203125
00000179_b21aa794b6b64d87a57c245e_trimesh_009,2,1.1428571428571428,2.6122448979591835,0.294921875,0.68560791015625
00000180_b21aa794b6b64d87a57c245e_trimesh_010,3,1.0,1.5802469135802468,0.46051025390625,0.948974609375
00000181_b21aa794b6b64d87a57c245e_trimesh_011,6,1.0578512396694215,1.855072463768116,0.49359130859375,0.73883056640625
00000182_b21aa794b6b64d87a57c245e_trimesh_012,5,0.6953125,1.3333333333333333,0.37646484375,0.81915283203125
00000183_6c4172e8a17140f89d3b1c0a_trimesh_000,3,0.3359375,1.6842105263157894,0.28826904296875,0.60302734375
00000186_6c4172e8a17140f89d3b1c0a_trimesh_003,3,0.3203125,6.944444444444445,0.10906982421875,0.60247802734375
00000190_185ecbc783f34408aef52119_trimesh_000,3,0.21875,0.921875,0.21539306640625,0.87847900390625
00000199_826494e894454504b0971fd1_trimesh_002,2,2.0677966101694913,10.666666666666666,0.048095703125,0.36090087890625
00000200_826494e894454504b0971fd1_trimesh_003,4,1.1130434782608696,2.169491525423729,0.261474609375,0.54754638671875
00000206_27417003e762409185cb2b69_trimesh_000,4,0.4921875,0.9296875,0.31939697265625,0.89642333984375
00000213_5324c79b172f41e8a49afc6f_trimesh_000,8,0.4453125,1.1851851851851851,0.26055908203125,0.66424560546875
00000220_5324c79b172f41e8a49afc6f_trimesh_007,8,0.90625,1.9104477611940298,0.31060791015625,0.91534423828125
00000221_5324c79b172f41e8a49afc6f_trimesh_008,8,0.90625,1.9104477611940298,0.31060791015625,0.91534423828125
00000230_a01a91841c8f48a5bf75924b_trimesh_000,1,0.390625,2.723404255319149,0.1563720703125,0.43511962890625
00000231_f2f1249e743349808fca42a3_trimesh_000,4,0.703125,1.0940170940170941,0.40643310546875,0.76983642578125
00000237_4829bc0645d6414d9b5cec31_trimesh_000,5,0.7578125,1.1636363636363636,0.6287841796875,0.900146484375
00000238_4829bc0645d6414d9b5cec31_trimesh_001,3,0.71875,2.169491525423729,0.2969970703125,0.54522705078125
00000239_4829bc0645d6414d9b5cec31_trimesh_002,8,0.7734375,1.032258064516129,0.521240234375,0.8377685546875
00000241_4829bc0645d6414d9b5cec31_trimesh_004,4,0.9765625,1.4382022471910112,0.67431640625,0.78790283203125
00000243_4829bc0645d6414d9b5cec31_trimesh_006,5,0.96875,1.641025641025641,0.58514404296875,0.74072265625
00000247_c78d3dcf76d64ec9b46e7cef_trimesh_002,3,0.0625,0.96875,0.06121826171875,0.5006103515625
00000248_e87554b09cdc48c3add39db9_trimesh_000,2,0.6796875,1.3617021276595744,0.363525390625,0.56097412109375
00000249_07a2da801a60492fb1e5eeb3_trimesh_000,2,0.3671875,2.9767441860465116,0.1322021484375,0.8292236328125
00000250_641f03cbe6a145508c6ae055_trimesh_000,2,0.40625,3.764705882352941,0.14154052734375,0.81768798828125
00000251_66fe5f0992fd4065b4838668_trimesh_000,0,0.03125,25.6,0.0308837890625,0.1685791015625
00000256_845fb06d7f2f4802a806a600_trimesh_001,2,0.96875,8.533333333333333,0.10540771484375,0.82391357421875
00000257_845fb06d7f2f4802a806a600_trimesh_002,2,0.25,0.96875,0.24468994140625,0.5897216796875
00000258_845fb06d7f2f4802a806a600_trimesh_003,5,1.1327433628318584,2.2857142857142856,0.3924560546875,0.687744140625
00000259_845fb06d7f2f4802a806a600_trimesh_004,2,1.1851851851851851,3.2,0.2208251953125,0.65081787109375
00000260_845fb06d7f2f4802a806a600_trimesh_005,3,1.0158730158730158,2.245614035087719,0.326416015625,0.7813720703125
00000261_845fb06d7f2f4802a806a600_trimesh_006,1,1.7534246575342465,6.7368421052631575,0.10662841796875,0.4013671875
00000262_845fb06d7f2f4802a806a600_trimesh_007,2,0.2578125,0.984375,0.2332763671875,0.39642333984375
00000263_845fb06d7f2f4802a806a600_trimesh_008,6,0.96875,2.0,0.2418212890625,0.76422119140625
00000265_845fb06d7f2f4802a806a600_trimesh_010,4,0.6796875,1.0158730158730158,0.455810546875,0.78167724609375
00000266_845fb06d7f2f4802a806a600_trimesh_011,5,0.8359375,2.6666666666666665,0.367919921875,0.6307373046875
00000267_845fb06d7f2f4802a806a600_trimesh_012,2,0.1796875,0.9765625,0.17120361328125,0.38519287109375
00000268_845fb06d7f2f4802a806a600_trimesh_013,4,0.40625,1.8028169014084507,0.38232421875,0.6004638671875
00000269_845fb06d7f2f4802a806a600_trimesh_014,1,0.1328125,6.4,0.10284423828125,0.3468017578125
00000270_845fb06d7f2f4802a806a600_trimesh_015,6,0.515625,1.9104477611940298,0.414306640625,0.7003173828125
00000271_845fb06d7f2f4802a806a600_trimesh_016,5,0.4140625,2.3703703703703702,0.30340576171875,0.6385498046875
00000272_648a7c23a21f4e88bf25ffeb_trimesh_000,5,0.9453125,1.103448275862069,0.595458984375,0.81982421875
00000273_648a7c23a21f4e88bf25ffeb_trimesh_001,1,0.1875,1.620253164556962,0.170654296875,0.4951171875
00000274_648a7c23a21f4e88bf25ffeb_trimesh_002,2,0.15625,1.8028169014084507,0.15240478515625,0.527587890625
00000275_648a7c23a21f4e88bf25ffeb_trimesh_003,5,0.640625,1.855072463768116,0.51947021484375,0.70819091796875
00000276_648a7c23a21f4e88bf25ffeb_trimesh_004,3,0.859375,2.782608695652174,0.2210693359375,0.480712890625
00000277_c740d53bc77c4e1b871b89cf_trimesh_000,9,1.5609756097560976,2.3703703703703702,0.36334228515625,0.59954833984375
00000280_5a6ef3285b89452ea6b390e7_trimesh_001,3,1.0158730158730158,2.169491525423729,0.3316650390625,0.7752685546875
00000282_5a6ef3285b89452ea6b390e7_trimesh_003,3,1.0,2.0317460317460316,0.37677001953125,0.79229736328125
00000283_5a6ef3285b89452ea6b390e7_trimesh_004,3,0.0703125,1.0158730158730158,0.07025146484375,0.94732666015625
00000284_5a6ef3285b89452ea6b390e7_trimesh_005,4,0.5546875,1.2549019607843137,0.53643798828125,0.7650146484375
00000285_d215b7bc60ae468288e5f1ea_trimesh_000,3,0.3359375,1.9393939393939394,0.220703125,0.5057373046875
00000287_58f8ff46b7564e989f9695b7_trimesh_000,4,0.6171875,1.1428571428571428,0.4482421875,0.81292724609375
00000288_58f8ff46b7564e989f9695b7_trimesh_001,3,0.3515625,2.206896551724138,0.28875732421875,0.53033447265625
00000289_58f8ff46b7564e989f9695b7_trimesh_002,1,0.234375,4.266666666666667,0.1676025390625,0.55682373046875
00000290_58f8ff46b7564e989f9695b7_trimesh_003,0,0.1015625,2.723404255319149,0.1007080078125,0.31817626953125
00000291_58f8ff46b7564e989f9695b7_trimesh_004,4,1.1636363636363636,2.1333333333333333,0.428955078125,0.59228515625
00000292_58f8ff46b7564e989f9695b7_trimesh_005,1,0.15625,2.0,0.154052734375,0.40966796875
00000293_58f8ff46b7564e989f9695b7_trimesh_006,1,0.96875,6.095238095238095,0.15191650390625,0.43072509765625
00000295_52a153d2417747b5926ff9df_trimesh_000,3,0.078125,1.0756302521008403,0.0765380859375,0.8260498046875
00000296_52a153d2417747b5926ff9df_trimesh_001,3,0.1171875,0.65625,0.0645751953125,0.57794189453125
00000297_52a153d2417747b5926ff9df_trimesh_002,9,1.1531531531531531,3.4594594594594597,0.220458984375,0.45330810546875
00000298_52a153d2417747b5926ff9df_trimesh_003,5,0.8125,1.1531531531531531,0.37799072265625,0.8924560546875
00000301_52a153d2417747b5926ff9df_trimesh_006,3,0.078125,1.0756302521008403,0.0765380859375,0.8260498046875
00000302_39b08d62a677414f86fdae52_trimesh_000,2,0.75,2.6666666666666665,0.17291259765625,0.4146728515625
00000305_3062bccff48e47a2b9de05e3_trimesh_000,4,0.953125,1.0406504065040652,0.47454833984375,0.62255859375
00000306_3062bccff48e47a2b9de05e3_trimesh_001,4,0.96875,1.5238095238095237,0.36944580078125,0.58172607421875
00000307_3062bccff48e47a2b9de05e3_trimesh_002,5,0.9140625,1.5802469135802468,0.38653564453125,0.56005859375
00000308_3062bccff48e47a2b9de05e3_trimesh_003,5,0.578125,1.28,0.3843994140625,0.73760986328125
00000309_3062bccff48e47a2b9de05e3_trimesh_004,4,0.96875,2.723404255319149,0.30706787109375,0.51513671875
00000310_3062bccff48e47a2b9de05e3_trimesh_005,4,1.4382022471910112,2.782608695652174,0.30206298828125,0.4359130859375
00000311_3062bccff48e47a2b9de05e3_trimesh_006,5,0.890625,2.206896551724138,0.37835693359375,0.646728515625
00000312_3062bccff48e47a2b9de05e3_trimesh_007,4,1.3763440860215055,3.1219512195121952,0.283203125,0.5919189453125
00000314_3062bccff48e47a2b9de05e3_trimesh_009,5,1.0491803278688525,1.9692307692307693,0.38250732421875,0.69500732421875
00000315_3062bccff48e47a2b9de05e3_trimesh_010,5,1.1428571428571428,2.245614035087719,0.43682861328125,0.58624267578125
00000316_3062bccff48e47a2b9de05e3_trimesh_011,4,1.3061224489795917,3.1219512195121952,0.31201171875,0.577880859375
00000317_3062bccff48e47a2b9de05e3_trimesh_012,3,1.6842105263157894,5.12,0.19329833984375,0.4830322265625
00000318_3062bccff48e47a2b9de05e3_trimesh_013,2,1.9692307692307693,6.7368421052631575,0.14422607421875,0.42437744140625
00000319_3062bccff48e47a2b9de05e3_trimesh_014,1,2.9767441860465116,14.222222222222221,0.0625,0.27740478515625
00000320_3062bccff48e47a2b9de05e3_trimesh_015,2,2.9767441860465116,14.222222222222221,0.0625,0.27685546875
00000322_3062bccff48e47a2b9de05e3_trimesh_017,4,0.140625,0.953125,0.12799072265625,0.91033935546875
00000325_3062bccff48e47a2b9de05e3_trimesh_020,5,0.640625,1.1130434782608696,0.38812255859375,0.70550537109375
00000327_92f7834116c74b088e7caa26_trimesh_000,7,0.484375,3.3684210526315788,0.2706298828125,0.70086669921875
00000328_268a0da277db4930863c06bb_trimesh_000,6,0.359375,1.391304347826087,0.34881591796875,0.687255859375
00000329_12a935cd9b684f879c0505fe_trimesh_000,1,0.0703125,4.571428571428571,0.05865478515625,0.17840576171875
00000330_12a935cd9b684f879c0505fe_trimesh_001,1,0.203125,12.8,0.05517578125,0.80511474609375
00000331_12a935cd9b684f879c0505fe_trimesh_002,1,0.1484375,6.7368421052631575,0.14044189453125,0.424072265625
00000335_7a1d991d70784092bc3620f1_trimesh_000,2,0.328125,1.7297297297297298,0.16595458984375,0.68695068359375
00000336_1a821c3883f7459a9615fca4_trimesh_000,5,1.1962616822429906,2.6122448979591835,0.28851318359375,0.6322021484375
00000337_153efbd85ca64c4fb6b7ed5f_trimesh_000,9,0.5390625,0.953125,0.5003662109375,0.8199462890625
00000342_fe70be720f7e49fa90ded969_trimesh_001,2,0.3046875,2.9767441860465116,0.29583740234375,0.60906982421875
00000343_ec6d3aa8629841f68389498a_trimesh_000,6,0.4296875,2.064516129032258,0.33978271484375,0.64093017578125
00000346_4185972a944744d8a7a0f2b4_trimesh_002,3,0.171875,1.641025641025641,0.1693115234375,0.50555419921875
00000347_4185972a944744d8a7a0f2b4_trimesh_003,5,0.2890625,1.4382022471910112,0.203125,0.502685546875
00000348_4185972a944744d8a7a0f2b4_trimesh_004,3,0.421875,3.5555555555555554,0.1732177734375,0.7547607421875
00000349_4185972a944744d8a7a0f2b4_trimesh_005,6,0.2890625,1.4382022471910112,0.1983642578125,0.61395263671875
00000350_4185972a944744d8a7a0f2b4_trimesh_006,6,0.2734375,1.5421686746987953,0.1929931640625,0.587646484375
00000352_4185972a944744d8a7a0f2b4_trimesh_008,3,0.3779527559055118,1.0158730158730158,0.1165771484375,0.41876220703125
00000354_68d1a5c2319a4a419ff625c6_trimesh_000,5,0.8984375,1.1130434782608696,0.71453857421875,0.8480224609375
00000355_68d1a5c2319a4a419ff625c6_trimesh_001,1,0.046875,1.0940170940170941,0.04559326171875,0.30291748046875
00000356_68d1a5c2319a4a419ff625c6_trimesh_002,6,1.0940170940170941,1.4222222222222223,0.501953125,0.760986328125
00000357_68d1a5c2319a4a419ff625c6_trimesh_003,2,0.140625,2.5098039215686274,0.1309814453125,0.36297607421875
00000358_9ee540a56d79451e8026e1e6_trimesh_000,1,1.0,2.6122448979591835,0.1517333984375,0.81396484375
00000361_9ee540a56d79451e8026e1e6_trimesh_003,3,0.03125,1.1531531531531531,0.01812744140625,0.8343505859375
00000362_9ee540a56d79451e8026e1e6_trimesh_004,3,0.0390625,0.625,0.02581787109375,0.6031494140625
00000364_38d899e2706a4d09960705dd_trimesh_001,6,0.8984375,1.1130434782608696,0.71453857421875,0.8480224609375
00000365_909d518ebf304abc8f91356e_trimesh_000,9,0.8828125,1.3763440860215055,0.3673095703125,0.7347412109375
00000366_909d518ebf304abc8f91356e_trimesh_001,2,0.03125,1.2427184466019416,0.031005859375,0.77056884765625
00000367_23c957e8e7b2428282a13ae2_trimesh_000,3,0.09375,1.3617021276595744,0.09259033203125,0.659423828125
00000368_23c957e8e7b2428282a13ae2_trimesh_001,2,0.109375,1.7297297297297298,0.10174560546875,0.48480224609375
00000369_23c957e8e7b2428282a13ae2_trimesh_002,2,0.1171875,0.6953125,0.11639404296875,0.61016845703125
00000370_23c957e8e7b2428282a13ae2_trimesh_003,3,0.9140625,1.3473684210526315,0.48858642578125,0.91259765625
00000371_23c957e8e7b2428282a13ae2_trimesh_004,3,0.1484375,1.1531531531531531,0.1407470703125,0.8316650390625
00000372_23c957e8e7b2428282a13ae2_trimesh_005,3,0.5234375,0.96875,0.48516845703125,0.7725830078125
00000374_23c957e8e7b2428282a13ae2_trimesh_007,3,0.3515625,0.9765625,0.2642822265625,0.7742919921875
00000375_23c957e8e7b2428282a13ae2_trimesh_008,3,0.3515625,0.9765625,0.2642822265625,0.7412109375
00000376_23c957e8e7b2428282a13ae2_trimesh_009,6,0.6875,0.9765625,0.5352783203125,0.77532958984375
00000377_23c957e8e7b2428282a13ae2_trimesh_010,3,0.2109375,0.9765625,0.18310546875,0.7706298828125
00000378_23c957e8e7b2428282a13ae2_trimesh_011,3,0.2109375,0.9765625,0.18310546875,0.76495361328125
00000379_239bbf0e92974a32bd214366_trimesh_000,1,0.359375,21.333333333333332,0.0418701171875,0.4217529296875
00000380_239bbf0e92974a32bd214366_trimesh_001,4,1.5238095238095237,16.0,0.0592041015625,0.2978515625
00000381_239bbf0e92974a32bd214366_trimesh_002,4,1.0,18.285714285714285,0.0469970703125,0.3668212890625
00000382_239bbf0e92974a32bd214366_trimesh_003,5,0.96875,1.2307692307692308,0.721923828125,0.8006591796875
00000383_239bbf0e92974a32bd214366_trimesh_004,1,0.9765625,4.923076923076923,0.1844482421875,0.45635986328125
00000386_239bbf0e92974a32bd214366_trimesh_007,1,0.1015625,0.9765625,0.09698486328125,0.649169921875
00000389_239bbf0e92974a32bd214366_trimesh_010,1,0.390625,16.0,0.0623779296875,0.648681640625
00000392_fd490b564a44413884fab719_trimesh_001,4,0.734375,0.9609375,0.62225341796875,0.76556396484375
00000393_1cf2ece014e94ba798a7c8fa_trimesh_000,4,0.4921875,1.292929292929293,0.2493896484375,0.54052734375
00000395_b19d5d04f2314dc697c57563_trimesh_000,8,0.484375,1.7066666666666668,0.35186767578125,0.86029052734375
00000398_2a4de304cbd9449ba073b442_trimesh_002,8,0.9291338582677166,2.327272727272727,0.2237548828125,0.64874267578125
00000399_2a4de304cbd9449ba073b442_trimesh_003,3,0.953125,1.1531531531531531,0.671630859375,0.89483642578125
00000400_2a4de304cbd9449ba073b442_trimesh_004,3,0.765625,2.1333333333333333,0.34051513671875,0.7054443359375
00000403_f3759bbb4682423caf207e8e_trimesh_000,2,0.234375,7.111111111111111,0.09954833984375,0.6336669921875
00000404_f3759bbb4682423caf207e8e_trimesh_001,1,0.15625,0.984375,0.11871337890625,0.2728271484375
00000405_f3759bbb4682423caf207e8e_trimesh_002,5,0.5,1.8285714285714285,0.49041748046875,0.70477294921875
